ID,Name,Country,Source,Date
11446,NIRU BATTERY MANUFACTURING COMPANY,NPWMD] [IFSR,US,
11447,"LI, Fangwei",NPWMD] [IFSR,US,
11459,"ALVI, Mohammad Masood Azhar",SDGT,US,
11460,"CHEEMA, Azam",SDGT,US,
11461,"AL-MUHANDIS, Abu Mahdi",IRAQ3,US,
11462,KATA'IB HIZBALLAH,FTO] [SDGT] [IRAQ3,US,
11463,"LOPEZ OSPINA, Carlos Antonio",SDNT,US,
11464,"JACOME DEL VALLE, Omar Alfredo",SDNT,US,
11466,"VASQUEZ VALENCIA, Natalia Andrea",SDNT,US,
11467,"SUAZA BARCO, Maria del Carmen",SDNT,US,
11468,"SANCHEZ RIVERA, Doris Patricia",SDNT,US,
11469,"PEREZ MONTERO, Maria Marcela del Pilar",SDNT,US,
11470,"SANCHEZ MARTELL, Julio Cesar Jassan Estuardo",SDNT,US,
11471,"MUNERA VELASQUEZ, Martha Marina",SDNT,US,
11472,"MEJIA ARTEAGA, Nora",SDNT,US,
11473,"HERNANDEZ MEJIA, Jorge Alberto",SDNT,US,
11474,"DURAN PORRAS, Gloria Amparo",SDNT,US,
11476,"BERMUDEZ SUAZA, Pedro Antonio",SDNT,US,
11477,CONSULTORIA EN CAMBIOS FALCON S.A. DE C.V.,SDNT,US,
11478,HIERROS DE JERUSALEM S.A.,SDNT,US,
11479,TAXI AEREO ANTIOQUENO S.A.,SDNT,US,
11480,LLANOTOUR LTDA.,SDNT,US,
11481,AGROGANADERA LOS SANTOS S.A.,SDNT,US,
11482,AGROESPINAL S.A.,SDNT,US,
11483,AERONAUTICA CONDOR S.A. DE C.V.,SDNT,US,
11484,"AERONAUTICA CONDOR DE PANAMA, S.A.",SDNT,US,
11485,"GRUPO FALCON DE PANAMA, S.A.",SDNT,US,
11486,GRUPO FALCON S.A.,SDNT,US,
11487,GRUPO GUADALEST S.A. DE C.V.,SDNT,US,
11488,FRANZUL S.A.,SDNT,US,
11489,CONSTRUCTORA GUADALEST S.A.,SDNT,US,
11490,ASES DE COMPETENCIA Y CIA. S.A.,SDNT,US,
11492,"AL-SHAMMARI, Sa'ad Uwayyid 'Ubayd Mu'jil",SDGT,US,
11493,"AL-DARI, Muthanna Harith",SDGT,US,
11494,"TAJIDEEN, Kassim",SDGT,US,
11495,"AL-QUBAYSI, Abd-al-Munim",SDGT,US,
11496,REVOLUTIONARY STRUGGLE,FTO] [SDGT,US,
11499,"BHEEL, Imam",SDNTK,US,
11500,"MAKLED GARCIA, Walid",SDNTK,US,
11501,"RENDON HERRERA, Daniel",SDNTK,US,
11502,HAJI JUMA KHAN ORGANIZATION,SDNTK,US,
11528,"TREVINO MORALES, Miguel",SDNTK] [ILLICIT-DRUGS-EO14059,US,
11529,"LAZCANO LAZCANO, Heriberto",SDNTK,US,
11530,"CARDENAS GUILLEN, Ezequiel",SDNTK,US,
11531,"COSTILLA SANCHEZ, Jorge Eduardo",SDNTK,US,
11532,NAMCHONGANG TRADING CORPORATION,NPWMD,US,
11533,HONG KONG ELECTRONICS,NPWMD,US,
11536,"KADDOURA, Ali Ahmad",SDNT,US,
11537,"HENAO JARAMILLO, Mario Alberto",SDNT,US,
11538,"ABDUL RAHIM, Ali Mohamad",SDNT,US,
11539,"ALVARADO, Imad Abdul Rahim",SDNT,US,
11540,"DIB EL MALT, Abdul Naser",SDNT,US,
11541,"MADRID FRANCO, Cecilia",SDNT,US,
11542,"CANAS PULIDO, Ramon Alberto",SDNT,US,
11543,"GONZALEZ HOYOS, Carlos Enrique",SDNT,US,
11545,"VARELA BUSTOS, Fernando",SDNT,US,
11546,"HARB, Chekri Mahmoud",SDNT,US,
11547,"VELEZ TRUJILLO, Jairo de Jesus",SDNT,US,
11548,"VELASQUEZ RODRIGUEZ, Ruth Cecilia",SDNT,US,
11550,"ACOSTA SERNA, Robinson Duvan",SDNT,US,
11551,"ACOSTA SERNA, Oscar Alonso",SDNT,US,
11552,"RINCON ORDONEZ, Jorge Enrique",SDNT,US,
11554,"FLOREZ UPEGUI, Francisco Antonio",SDNT,US,
11555,VARIEDADES HARB SPORT,SDNT,US,
11556,ALMACEN FUTURO NO. 1,SDNT,US,
11557,COMERCIAL JINAN S.A.,SDNT,US,
11558,CANALES VENECIA LTDA.,SDNT,US,
11560,FLOREZ HERMANOS LTDA.,SDNT,US,
11581,KOREA KWANGSON BANKING CORP,NPWMD,US,
11588,"LA HACIENDA (USA), LLC",SDNTK,US,
11589,"RUNNING BROOK, LLC (USA)",SDNTK,US,
11598,GENERAL BUREAU OF ATOMIC ENERGY,NPWMD,US,
11599,KOREA TANGUN TRADING CORPORATION,NPWMD] [DPRK2,US,
11600,"KARAYILAN, Murat",SDNTK,US,
11601,"ALTUN, Ali Riza",SDNTK,US,
11602,"AYDAR, Zubayir",SDNTK,US,
11607,IRANIAN MINES AND MINING INDUSTRIES DEVELOPMENT AND RENOVATION ORGANIZATION,IRAN,US,
11608,ASCOTEC HOLDING GMBH,IRAN,US,
11609,ASCOTEC JAPAN K.K.,IRAN,US,
11610,METAL & MINERAL TRADE S.A.R.L.,IRAN,US,
11611,IRASCO S.R.L.,IRAN,US,
11612,MINES AND METALS ENGINEERING GMBH,IRAN,US,
11613,ASCOTEC STEEL TRADING GMBH,IRAN,US,
11614,ASCOTEC MINERAL & MACHINERY GMBH,IRAN,US,
11615,ASCOTEC SCIENCE & TECHNOLOGY GMBH,IRAN,US,
11616,BREYELLER STAHL TECHNOLOGY GMBH & CO. KG,IRAN,US,
11618,NATIONAL PETROCHEMICAL COMPANY,IRAN] [SDGT] [IFSR,US,
11619,IRAN PETROCHEMICAL COMMERCIAL COMPANY,IRAN,US,
11620,NPC INTERNATIONAL,IRAN] [NPWMD] [IFSR,US,
11621,INTRA CHEM TRADING GMBH,IRAN,US,
11622,PETROCHEMICAL COMMERCIAL COMPANY INTERNATIONAL,IRAN,US,
11623,P.C.C. (SINGAPORE) PRIVATE LIMITED,IRAN,US,
11625,PETROCHEMICAL COMMERCIAL COMPANY FZE,IRAN,US,
11626,PETROCHEMICAL COMMERCIAL COMPANY (U.K.) LIMITED,IRAN,US,
11627,IRAN FOREIGN INVESTMENT COMPANY,IRAN,US,
11628,IFIC HOLDING AG,IRAN,US,
11629,IHAG TRADING GMBH,IRAN,US,
11630,NATIONAL IRANIAN OIL COMPANY PTE LTD,IRAN,US,
11631,IRAN INSURANCE COMPANY,IRAN,US,
11632,BIMEH IRAN INSURANCE COMPANY (U.K.) LIMITED,IRAN,US,
11633,PETROPARS LTD.,IRAN,US,
11634,PETROPARS INTERNATIONAL FZE,IRAN,US,
11635,PETROPARS UK LIMITED,IRAN,US,
11636,KALA LIMITED,IRAN,US,
11637,KALA PENSION TRUST LIMITED,IRAN,US,
11638,IRANIAN OIL COMPANY (U.K.) LIMITED,IRAN,US,
11639,NIOC INTERNATIONAL AFFAIRS (LONDON) LIMITED,IRAN,US,
11640,NAFTIRAN TRADING SERVICES CO. (NTS) LIMITED,IRAN,US,
11641,PETROIRAN DEVELOPMENT COMPANY (PEDCO) LIMITED,IRAN,US,
11642,NICO ENGINEERING LIMITED,IRAN,US,
11643,INDUSTRIAL DEVELOPMENT AND RENOVATION ORGANIZATION OF IRAN,IRAN,US,
11644,MACHINE SAZI ARAK CO. LTD.,IRAN,US,
11645,WEST SUN TRADE GMBH,IRAN,US,
11646,"HARRACH, Bekkay",SDGT,US,
11647,AMROGGANG DEVELOPMENT BANK,NPWMD,US,
11648,"KIM, Tong-Myo'ng",NPWMD,US,
11654,"LEYVA ESCANDON, Edgardo",SDNTK,US,
11695,AL-QA'IDA IN THE ARABIAN PENINSULA,FTO] [SDGT,US,
11699,"REYES GARZA, Agustin",SDNTK,US,
11700,"CONTRERAS NOVOA, Hector",SDNTK,US,
11701,ESTETICA CAR WASH S.A. DE C.V.,SDNTK,US,
11702,"ESTETIC CARR DE OCCIDENTE, S.A. DE C.V.",SDNTK,US,
11705,"MORENO PEREZ, Felipe",SDNTK,US,
11717,"MARTINEZ CANTABRANA, Cesar",SDNTK,US,
11722,"GUTIERREZ BARBOZA, Maureen Patricia",SDNTK,US,
11723,"DE ICAZA LOZANO, Alejandro",SDNTK,US,
11724,"LABORIN ARCHULETA, Clara Elena",SDNTK,US,
11725,"BELTRAN LEYVA, Alfredo",SDNTK,US,
11726,"BELTRAN LEYVA, Hector",SDNTK,US,
11728,"MOREXPRESS, S.A. DE C.V.",SDNTK,US,
11730,"ILC EXPORTACIONES, S. DE R.L. DE C.V.",SDNTK,US,
11737,"ABDILLAHI, Abshir",SOMALIA,US,
11738,"GARAAD, Mohamed Abdi",SOMALIA,US,
11740,"SA'ID, Mohamed",SOMALIA,US,
11741,"MANA'A, Fares Mohammed",SOMALIA,US,
11743,"AL-TURKI, Hassan Abdullah Hersi",SOMALIA,US,
11744,"AWEYS, Hassan Dahir",SOMALIA,US,
11745,"KHALAF, Fuad Mohamed",SOMALIA,US,
11746,"AW-MOHAMED, Ahmed Abdi",SOMALIA,US,
11747,"BAYNAH, Yasin Ali",SOMALIA,US,
11748,"MAHAMOUD, Bashir Mohamed",SOMALIA,US,
11749,JAYSH RIJAL AL-TARIQ AL-NAQSHABANDI,FTO] [SDGT] [IRAQ3,US,
11750,CPMIEC SHANGHAI PUDONG COMPANY,NPWMD] [IFSR,US,
11752,"TASCON ROJAS, Servio Tulio",SDNT,US,
11753,"SATIZABAL RENGIFO, Mario German",SDNT,US,
11755,"SAAVEDRA ARCE, Rodrigo Eugenio",SDNT,US,
11760,"GUTIERREZ AGUIRRE, Duffay",SDNT,US,
11767,"CIFUENTES VARGAS, Yanet",SDNT,US,
11768,"CIFUENTES VARGAS, Orlando",SDNT,US,
11771,UNIVISA S.A.,SDNT,US,
11772,SERVIAGRICOLA CIFUENTES E.U.,SDNT,US,
11773,SAAVEDRA Y CIA. S. EN C.,SDNT,US,
11774,RESTAURANTE BAR PUNTA DEL ESTE,SDNT,US,
11783,BOSQUE DE SANTA TERESITA LTDA.,SDNT,US,
11784,ALIMENTOS CARNICOS DE TRADICION ESPANOLA LTDA.,SDNT,US,
11786,"QASEMI, Rostam",SDGT] [NPWMD] [IRGC] [IFSR,US,
11789,RAHAB INSTITUTE,SDGT] [NPWMD] [IRGC] [IFSR,US,
11790,MAKIN INSTITUTE,SDGT] [NPWMD] [IRGC] [IFSR,US,
11791,IMENSAZEN CONSULTANT ENGINEERS INSTITUTE,SDGT] [NPWMD] [IRGC] [IFSR,US,
11792,FATER ENGINEERING INSTITUTE,SDGT] [NPWMD] [IRGC] [IFSR,US,
11793,"SULEMAN, Mohamed Bachir",SDNTK,US,
11794,GRUPO MBS LIMITADA,SDNTK,US,
11795,GRUPO MBS - KAYUM CENTRE,SDNTK,US,
11796,MAPUTO SHOPPING CENTRE,SDNTK,US,
11798,"MENDEZ VARGAS, Jose de Jesus",SDNTK,US,
11799,"MORENO GONZALEZ, Nazario",SDNTK,US,
11800,"LOYA PLANCARTE, Dionicio",SDNTK,US,
11801,"GOMEZ MARTINEZ, Servando",SDNTK,US,
11802,"PLANCARTE SOLIS, Enrique",SDNTK,US,
11803,"RUEDA MEDINA, Jose Arnoldo",SDNTK,US,
11804,"BARRERA MEDRANO, Nicandro",SDNTK,US,
11805,TRANSPORTADORA PUREPECHA S.A. DE C.V.,SDNTK,US,
11806,"ULLOA ESPITIA, Hubel",SDNTK,US,
11807,"SANCHEZ SILVA, Elkin Alexis",SDNTK,US,
11810,"CARDENAS DUARTE, Norma Constanza",SDNTK,US,
11811,"AGUILAR DUARTE, Jose Lenoir",SDNTK,US,
11812,"AYALA BARRERA, Rubi Yiceth",SDNTK,US,
11813,"JEREZ PINEDA, Oscar Alberto",SDNTK,US,
11814,"GUTIERREZ HERNANDEZ, Javier Mauricio",SDNTK,US,
11816,"MOLINA CUBILLOS, Alba Judith",SDNTK,US,
11825,"LONDONO ZAPATA, Jesus Antonio",SDNTK,US,
11826,"JEREZ GALEANO, Jaime",SDNTK,US,
11830,"GUTIERREZ, Dolis",SDNTK,US,
11831,"OSPINA MURILLO, Wilmer",SDNTK,US,
11833,"GUERRERO CASTILLO, Pedro Oliveiro",SDNTK,US,
11834,"GUTIERREZ GARAVITO, Armando",SDNTK,US,
11835,"BUSTOS SUAREZ, Danilo",SDNTK,US,
11836,"BARRERA BARRERA, Daniel",SDNTK,US,
11838,MINIMERCADO EL MANANTIAL DEL NEUTA,SDNTK,US,
11840,CARDENAS DUARTE Y CIA. LTDA.,SDNTK,US,
11841,LOGISTICA Y TRANSPORTE NORVAL LTDA.,SDNTK,US,
11842,WISMOTOS FUENTE DE ORO,SDNTK,US,
11843,VITAL SILUET CENTRO DE ESTETICA,SDNTK,US,
11845,RECIFIBRAS SECUNDARIAS LTDA.,SDNTK,US,
11849,MODERNA EXPRESS TRANSPORTE DE CARGA LTDA.,SDNTK,US,
11851,LA TASAJERA DE FUENTE DE ORO,SDNTK,US,
11853,JAIME JEREZ V. Y CIA. S.C.S. JERGAL S.C.S.,SDNTK,US,
11854,INVERSIONES TALADRO LTDA.,SDNTK,US,
11855,INVERSIONES LOS TUNJOS LTDA.,SDNTK,US,
11856,INVERSIONES GANAGRO LTDA.,SDNTK,US,
11857,INVERSIONES GANADERAS Y PALMERAS S.A.,SDNTK,US,
11858,INVERSIONES LAS ACACIAS Y CIA. LTDA.,SDNTK,US,
11859,INVERSIONES AGROINDUSTRIALES DEL ORIENTE LTDA.,SDNTK,US,
11860,INVERSIONES ADAG LTDA.,SDNTK,US,
11862,HERJEZ LTDA.,SDNTK,US,
11865,ESTACION DE SERVICIO SERVIAGRICOLA DEL ARIARI,SDNTK,US,
11866,ESTACION DE SERVICIO LA TURQUESA,SDNTK,US,
11867,ESTACION DE SERVICIO LA FLORESTA DE FUENTE DE ORO,SDNTK,US,
11868,EJERCITO REVOLUCIONARIO POPULAR ANTITERRORISTA DE COLOMBIA,SDNTK,US,
11869,EMPRESA DE EMPLEOS TEMPORALES LA UNICA LTDA.,SDNTK,US,
11870,DOLL EXPORT LTDA.,SDNTK,US,
11873,DEWBELLE CENTRO DE ESTETICA Y BELLEZA LTDA.,SDNTK,US,
11875,COMERCIALIZADORA E INVERSIONES BUSTOS ARIZA Y CIA. S.C.S.,SDNTK,US,
11877,CIA. COMERCIALIZADORA DE MOTOCICLETAS Y REPUESTOS S.A.,SDNTK,US,
11878,BLUE-STAR SECCION HOSTELERIA S.L.,SDNTK,US,
11879,BINGO INTERNACIONAL E.U.,SDNTK,US,
11880,AGUILAR AGUILAR Y CIA. LTDA.,SDNTK,US,
11882,AGUILAR ALVAREZ Y CIA. LTDA.,SDNTK,US,
11884,"AL-DULAYMI, Ahmad Khalaf Shabib",SDGT,US,
11890,"TORRES MARTINEZ, Camilo",SDNTK,US,
11892,"SANCHEZ GONZALEZ, Arnulfo",SDNTK,US,
11893,"MEJIA VALENCIA, Gonzalo Alberto",SDNTK,US,
11895,"NEGRETE LUNA, Jose Maria",SDNTK,US,
11896,"OCHOA GUISAO, Walter",SDNTK,US,
11898,"MANCO TORRES, Jhon Freddy",SDNTK,US,
11899,"OCAMPO MORALES, Jorge Eliecer",SDNTK,US,
11900,"USUGA DAVID, Dairo Antonio",SDNTK] [ILLICIT-DRUGS-EO14059,US,
11902,"RENDON HERRERA, Freddy Enrique",SDNTK,US,
11903,AGROPECUARIA HATO SANTA MARIA LTDA.,SDNTK,US,
11904,CENTRO DE DIAGNOSTICO AUTOMOTRIZ EJE BANANERO S.A.,SDNTK,US,
11905,REPUESTOS EL NATO Y CIA LTDA.,SDNTK,US,
11909,RENTA CAMPEROS URABA LTDA.,SDNTK,US,
11910,VIGILAR COLOMBIA LTDA.,SDNTK,US,
11911,AL-AQSA TV,SDGT,US,
11913,ISLAMIC NATIONAL BANK OF GAZA,SDGT,US,
11914,"VELASQUEZ CABALLERO, Juan Daniel",SDNTK,US,
11915,"NAJERA TALAMANTES, Sigifredo",SDNTK,US,
11916,"CANO FLORES, Aurelio",SDNTK,US,
11917,"BARRAGAN BALDERAS, Gilberto",SDNTK,US,
11918,"MEJIA GONZALEZ, Juan Reyes",SDNTK,US,
11919,"FLORES BORREGO, Samuel",SDNTK,US,
11920,"PENA MENDOZA, Sergio",SDNTK,US,
11921,"RAMIREZ TREVINO, Mario",SDNTK,US,
11922,"VELASQUEZ CABALLERO, Ivan",SDNTK,US,
11923,"TREVINO MORALES, Omar",SDNTK] [ILLICIT-DRUGS-EO14059,US,
11924,"GONZALEZ RODRIGUEZ, Dimas",SDNTK,US,
11926,"CASTREJON PENA, Victor Nazario",SDNTK,US,
11927,"SANCHEZ ESTEBAN, Alvaro",SDNTK,US,
11928,"ACOSTA IBARRA, Ruben",SDNTK,US,
11929,"FLORES SOTO, Mario",SDNTK,US,
11930,"VARGAS GARCIA, Nabor",SDNTK,US,
11931,"LECHUGA LICONA, Alfonso",SDNTK,US,
11932,"LORMENDEZ PITALUA, Omar",SDNTK,US,
11933,"IBARRA YEPIS, Prisciliano",SDNTK,US,
11934,"DAVILA LOPEZ, Jose Ramon",SDNTK,US,
11935,"HERNANDEZ LECHUGA, Lucio",SDNTK,US,
11936,"RANGEL BUENDIA, Alfredo",SDNTK,US,
11937,"GALARZA CORONADO, Jose Antonio",SDNTK,US,
11938,"MENDOZA CONTRERAS, Cipriano",SDNTK,US,
11939,"HERNANDEZ BARRON, Raul",SDNTK,US,
11940,"PEREZ ROJAS, Daniel",SDNTK,US,
11941,"TORRES SOSA, Benjamin",SDNTK,US,
11942,"MATEO LAUREANO, Ignacio",SDNTK,US,
11943,"MEDINA ROJAS, Eleazar",SDNTK,US,
11944,"LOPEZ TREJO, Fernando",SDNTK,US,
11945,"RUIZ TLAPANCO, Sergio Enrique",SDNTK,US,
11946,"VALENZUELA ZUNIGA, Ruben Alejandro",SDNTK,US,
11947,"MURO GONZALEZ, Proceso Arturo",SDNTK,US,
11948,"REYES ENRIQUEZ, Luis",SDNTK,US,
11949,"SOTO PARRA, Miguel Angel",SDNTK,US,
11950,"PEREZ MANCILLA, Alejandro",SDNTK,US,
11951,"GUERRA RAMIREZ, Rogelio",SDNTK,US,
11952,"MENDEZ SANTIAGO, Flavio",SDNTK,US,
11953,"GONZALEZ CASTRO, Gustavo",SDNTK,US,
11954,"VERA CALVA, Carlos",SDNTK,US,
11957,"GERESANO ESCRIBANO, Gonzalo",SDNTK,US,
11958,"MELLADO CRUZ, Galdino",SDNTK,US,
11959,"ESTRADA GONZALEZ, Eduardo",SDNTK,US,
11960,"GONZALEZ PIZANA JR., Rogelio",SDNTK,US,
11961,"ROMO LOPEZ, Martin",SDNTK,US,
11962,"MONTES SERMENO, Juan Gabriel",SDNTK,US,
11963,"VASQUEZ MIRELES, Victor Manuel",SDNTK,US,
11965,"DIAZ LOPEZ, Mateo",SDNTK,US,
11966,"GONZALEZ DURAN, Jaime",SDNTK,US,
11967,"SAUCEDA GAMBOA, Gregorio",SDNTK,US,
11968,"SELEK, Atilla",SDGT,US,
11969,"MAZHAR, Mohammed",SDGT,US,
11970,"RAHIM, Mufti Abdul",SDGT,US,
11971,"NA TCHUTO, Jose Americo Bubo",SDNTK,US,
11972,"CAMARA, Ibraima Papa",SDNTK,US,
11973,"NTAGANDA, Bosco",DRCONGO,US,
11974,"LUBANGA, Thomas",DRCONGO,US,
11975,"KATANGA, Germain",DRCONGO,US,
11976,"NGUDJOLO, Matthieu Cui",DRCONGO,US,
11977,"MUTEBUTSI, Jules",DRCONGO,US,
11978,"LORENZANA CORDON, Eliu Elixander",SDNTK,US,
11979,"LORENZANA CORDON, Haroldo Geremias",SDNTK,US,
11980,"LORENZANA CORDON, Waldemar",SDNTK,US,
11981,"LORENZANA LIMA, Waldemar",SDNTK,US,
11982,"AL-RIMI, Qasim",SDGT,US,
12016,"CONTE, Ousmane",SDNTK,US,
12018,"ALIZAI, Haji Agha Jan",SDNTK] [SDGT,US,
12019,"BANDO, Haji",SDNTK,US,
12022,"BELKALEM, Mohamed",SDGT,US,
12023,"NAIL, Taleb",SDGT,US,
12024,"ALVAREZ ALVAREZ, Wenceslao",SDNTK,US,
12025,"MEJIA GUTIERREZ, Ignacio",SDNTK,US,
12026,MEGA EMPACADORA DE FRUTAS S.A. DE C.V.,SDNTK,US,
12027,IMPORTACIONES Y EXPORTACIONES NOBARO S.A. DE C.V.,SDNTK,US,
12028,ONERBANK ZAO,IRAN,US,
12029,"KAKWAVU BUKANDE, Jerome",DRCONGO,US,
12030,JAVEDAN MEHR TOOS,NPWMD] [IFSR,US,
12032,MSP KALA NAFT CO. TEHRAN,IRAN,US,
12055,ISLAMIC REVOLUTIONARY GUARD CORPS AIR FORCE,FTO] [SDGT] [NPWMD] [IRGC] [IFSR] [RUSSIA-EO14024,US,
12056,ISLAMIC REVOLUTIONARY GUARD CORPS AL-GHADIR MISSILE COMMAND,SDGT] [NPWMD] [IRGC] [IFSR,US,
12057,"NAQDI, Mohammad Reza",SDGT] [NPWMD] [IRGC] [IFSR] [IRAN-HR] [IRAN-EO13876,US,
12058,RAH SAHEL INSTITUTE,SDGT] [NPWMD] [IRGC] [IFSR,US,
12059,SEPANIR OIL AND GAS ENGINEERING COMPANY,SDGT] [NPWMD] [IRGC] [IFSR,US,
12060,"VAHIDI, Ahmad",NPWMD] [IFSR] [IRAN-HR,US,
12066,"JAFARI, Mohammad Ali",SDGT] [NPWMD] [IRGC] [IFSR] [IRAN-HR,US,
12081,MAHAB GHODSS CONSULTING ENGINEERING COMPANY,IRAN,US,
12085,AUTOTRANSPORTES JYM S.A. DE C.V.,SDNTK,US,
12086,ARTE Y DISENO DE CULIACAN S.A. DE C.V.,SDNTK,US,
12087,"RAMIREZ DUQUE, Carlos Manuel",SDNT,US,
12090,"CASTRO JARAMILLO, Monica Maria",SDNT,US,
12091,"RODRIGUEZ FERNANDEZ, Andre",SDNT,US,
12096,"MASA FACIL, S.A. DE C.V.",SDNT,US,
12101,COMERCIALIZADORA DE GANADO Y RENTAS DE CAPITAL S.A.,SDNT,US,
12109,"AL-AULAQI, Anwar",SDGT,US,
12110,"UMAROV, Doku",SDGT,US,
12111,IRANIAN MINISTRY OF INTELLIGENCE AND SECURITY,SDGT] [SYRIA] [IFSR] [IRAN-HR] [HRIT-IR] [CYBER2] [HOSTAGES-EO14078,US,
12112,"MUSAVI, Hossein",SDGT] [IRGC] [IFSR,US,
12113,"MORTEZAVI, Hasan",SDGT] [IRGC] [IFSR,US,
12114,"ZAHEDI, Mohammed Reza",SDGT] [IRGC] [IFSR,US,
12115,IMAM KHOMEINI RELIEF COMMITTEE (LEBANON BRANCH),SDGT] [IFSR,US,
12116,"ZURAIK, Ali Hasan",SDGT,US,
12117,"MUSAVI, Razi",SDGT] [IFSR,US,
12118,"ALLAHDAD, Hushang",SDGT] [IRGC] [IFSR,US,
12120,IRANIAN COMMITTEE FOR THE RECONSTRUCTION OF LEBANON,SDGT] [IFSR,US,
12127,"ISHAKZAI, Gul Agha",SDGT,US,
12128,"ABDULLAH, Amir",SDGT,US,
12129,"HAQQANI, Nasiruddin",SDGT,US,
12146,"ABU-AL-KHAYR, Muhammad Abdallah Hasan",SDGT,US,
12147,"KASHMIRI, Mohammad Ilyas",SDGT,US,
12148,HARAKAT-UL JIHAD ISLAMI,SDGT,US,
12168,"AMAYA ALEMAN, Onecimo Antonio",SDNTK,US,
12169,"WIDOBLO HERNANDEZ, Jose",SDNTK,US,
12170,"OLVERA ESTRADA, Arturo",SDNTK,US,
12171,"OLVERA ESTRADA, Rodolfo",SDNTK,US,
12172,"FLORES CACHO, Javier",SDNTK,US,
12173,"MASSA CAMACHO, Eduardo",SDNTK,US,
12175,"DUARTE TORRES, Rafael",SDNTK,US,
12176,"TORO DIAZ, Diana Lorena",SDNTK,US,
12177,"URREA LENIS, Jair Fernando",SDNTK,US,
12178,"GONZALEZ MEDINA, Jaime Andres",SDNTK,US,
12179,"COBO LEDESMA, Juan Carlos",SDNTK,US,
12180,"RODARTE GRIJALVA, Jose Luis",SDNTK,US,
12182,"JASSO ROCHA, Oscar Arturo",SDNTK,US,
12183,"GARCIA SANCHEZ, Ricardo",SDNTK,US,
12184,"FLORES CACHO, Alejandro",SDNTK,US,
12185,COMERCIALIZADORA GONRA,SDNTK,US,
12186,GRUPO HORTA ZAVALA S.A. DE C.V.,SDNTK,US,
12187,COPY RED S.A. DE C.V.,SDNTK,US,
12188,CIRCUITO ELECTRONICO S.A. DE C.V.,SDNTK,US,
12190,GRUPO CRISTAL CORONA S.A. DE C.V.,SDNTK,US,
12191,AERO EXPRESS INTERCONTINENTAL S.A. DE C.V.,SDNTK,US,
12192,CAPACITACION AERONAUTICA PROFESIONAL S.C.,SDNTK,US,
12193,"MANTENIMIENTO, AERONAUTICA, TRANSPORTE, Y SERVICIOS AEREOS S.A. DE C.V.",SDNTK,US,
12194,CLUB DEPORTIVO OJOS NEGROS A.C.,SDNTK,US,
12195,GENETICA IMPORT-EXPORT S.P.R. DE R.L. DE C.V.,SDNTK,US,
12196,GENETICA GANADERA RANCHO ALEJANDRA S.P.R. DE R. L. DE C.V.,SDNTK,US,
12206,TEHRIK-E TALIBAN PAKISTAN (TTP),FTO] [SDGT,US,
12209,OFFICE 39,DPRK,US,
12210,RECONNAISSANCE GENERAL BUREAU,DPRK] [DPRK2,US,
12211,"KIM, Yong Chol",DPRK,US,
12212,GREEN PINE ASSOCIATED CORPORATION,DPRK,US,
12213,SECOND ECONOMIC COMMITTEE,NPWMD,US,
12214,MUNITIONS INDUSTRY DEPARTMENT,NPWMD,US,
12215,SECOND ACADEMY OF NATURAL SCIENCES,NPWMD,US,
12216,"RI, Je-Son",NPWMD,US,
12217,"RI, Hong-Sop",NPWMD,US,
12218,"YUN, Ho-Jin",NPWMD,US,
12219,KOREA TAESONG TRADING COMPANY,NPWMD,US,
12220,KOREA HEUNGJIN TRADING COMPANY,NPWMD,US,
12251,"RADAN, Ahmad-Reza",SYRIA] [IRAN-HR,US,
12252,"MOHSENI-EJEI, Qolam-Hossein",IRAN-HR,US,
12253,"MAHSOULI, Sadeq",IRAN-HR,US,
12254,"MORTAZAVI, Saeed",IRAN-HR,US,
12255,"MOSLEHI, Heydar",IRAN-HR,US,
12256,"NAJJAR, Mostafa Mohammad",IRAN-HR,US,
12257,"TAEB, Hossein",SDGT] [IRGC] [IRAN-HR,US,
12274,"LORENA DEL MAR, S.A. DE C.V.",SDNTK,US,
12277,"FLORBEL OPERADORA DE RESTAURANTES, S.A. DE C.V.",SDNTK,US,
12278,"TATES DESARROLLO, S.A. DE C.V.",SDNTK,US,
12279,"JR CONTROLADORA DE RESTAURANTES, S.A. DE C.V.",SDNTK,US,
12293,"KAKAR, Saleh Mohammad",SDGT,US,
12294,AL REHMAT TRUST,SDGT,US,
12295,"MAKKI, Hafiz Abdul Rahman",SDGT,US,
12296,"LLANOS GAZIA, Jorge Luis",SDNTK,US,
12297,"AUDIO ALARMAS, S.A. DE C.V.",SDNTK,US,
12298,"BASALTOS TONALA, S.A. DE C.V.",SDNTK,US,
12299,JAYSH AL-ADL,FTO] [SDGT,US,
12306,"GOMEZ ORTIZ, David",SDNTK,US,
12309,"ALVAREZ ZEPEDA, Alfredo",SDNTK,US,
12312,KOREA DAESONG BANK,DPRK,US,
12313,KOREA DAESONG GENERAL TRADING CORPORATION,DPRK,US,
12314,"FLOREZ SEPULVEDA, Marco Tulio",SDNTK,US,
12321,"NSANZUBUKIRE, Felicien",DRCONGO,US,
12322,"ZIMURINDA, Innocent",DRCONGO,US,
12326,"IYAMUREMYE, Gaston",DRCONGO,US,
12327,"ABDULLAH, Mian",SDGT,US,
12328,"MUGARAGU, Leodomir",DRCONGO,US,
12329,"RAUF, Hafiz Abdur",SDGT,US,
